序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,数据
498977,="11:17:34.814",0xB60A65,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
498978,="11:17:34.814",0xB60A73,ch1,接收,0x180190A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 00 
498979,="11:17:34.844",0xB60AC3,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 84 26 DC 19 62 51 
498980,="11:17:34.844",0xB60ADD,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 69 
498981,="11:17:34.844",0xB60AED,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
498982,="11:17:34.844",0xB60B00,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
498983,="11:17:34.844",0xB60B15,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 60 
498984,="11:17:34.844",0xB60B2C,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
498985,="11:17:34.844",0xB60B3B,ch1,接收,0x0C01F4A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 6A 
498986,="11:17:34.844",0xB60B8B,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 84 26 DC 19 62 51 
498987,="11:17:34.844",0xB60BA5,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 6A 
498988,="11:17:34.874",0xB60BB4,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
498989,="11:17:34.874",0xB60BC5,ch1,接收,0x1819D0F3,数据帧,扩展帧,0x08,x| 00 2D 20 35 00 53 28 44 
498990,="11:17:34.874",0xB60BCB,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
498991,="11:17:34.874",0xB60BD1,ch1,接收,0x18FF98D2,数据帧,扩展帧,0x08,x| 1F 42 42 42 42 42 41 E0 
498992,="11:17:34.874",0xB60BD6,ch1,接收,0x181AD0F3,数据帧,扩展帧,0x08,x| 00 00 FF FF 54 28 52 28 
498993,="11:17:34.874",0xB60BDC,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 01 00 00 FF FF FF FF FE 
498994,="11:17:34.874",0xB60BE1,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 61 
498995,="11:17:34.874",0xB60BE7,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 88 7C 22 0C E6 00 FF 
498996,="11:17:34.874",0xB60BF0,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 8A 7C 23 0C E6 00 FF 
498997,="11:17:34.874",0xB60BF5,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
498998,="11:17:34.874",0xB60BFA,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 03 03 02 2B 13 CA 14 FC 
498999,="11:17:34.874",0xB60C00,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 01 12 15 1F 08 0D 29 FE 
499000,="11:17:34.874",0xB60C05,ch1,接收,0x0C08A79A,数据帧,扩展帧,0x08,x| 9D 27 FE 27 5E 33 4B 80 
499001,="11:17:34.874",0xB60C0B,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 04 00 00 FF FF 60 25 FB 
499002,="11:17:34.874",0xB60C11,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 05 23 07 06 05 40 01 FA 
499003,="11:17:34.874",0xB60C16,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 06 0B 23 28 1E 3C 41 F9 
499004,="11:17:34.874",0xB60C1C,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 07 1D 01 00 00 F4 01 F8 
499005,="11:17:34.874",0xB60C21,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 08 01 01 B0 0A 10 0E F7 
499006,="11:17:34.874",0xB60C27,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 09 FA 00 00 00 00 00 F6 
499007,="11:17:34.874",0xB60C2D,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 02 44 09 02 00 00 00 FD 
499008,="11:17:34.874",0xB60C52,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 84 26 D8 19 62 51 
499009,="11:17:34.874",0xB60C6D,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 6B 
499010,="11:17:34.874",0xB60C7C,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
499011,="11:17:34.874",0xB60C8F,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
499012,="11:17:34.874",0xB60CA5,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 62 
499013,="11:17:34.874",0xB60CBC,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
499014,="11:17:34.874",0xB60CCA,ch1,接收,0x0C07A1A7,数据帧,扩展帧,0x08,x| 48 0C 48 0C AA 00 00 00 
499015,="11:17:34.904",0xB60D1A,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 84 26 D4 19 62 51 
499016,="11:17:34.904",0xB60D35,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 6C 
499017,="11:17:34.904",0xB60D44,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
499018,="11:17:34.904",0xB60D57,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
499019,="11:17:34.904",0xB60D6C,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 63 
499020,="11:17:34.904",0xB60D84,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
499021,="11:17:34.904",0xB60D92,ch1,接收,0x18EF3010,数据帧,扩展帧,0x08,x| 78 00 01 00 00 00 00 00 
499022,="11:17:34.904",0xB60DB7,ch1,接收,0x1818D0F3,数据帧,扩展帧,0x08,x| 33 33 9A 26 E6 00 00 42 
499023,="11:17:34.904",0xB60DBD,ch1,接收,0x18FF97D2,数据帧,扩展帧,0x08,x| 07 0B 0D 0F 0D 0C 0D F8 
499024,="11:17:34.904",0xB60DC2,ch1,接收,0x18FF99D2,数据帧,扩展帧,0x08,x| 0D 00 00 00 00 00 00 F2 
499025,="11:17:34.904",0xB60DC8,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 02 00 00 FF FF FF FF FD 
499026,="11:17:34.904",0xB60DE2,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 8E 26 D0 19 62 51 
499027,="11:17:34.904",0xB60DFC,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 6D 
499028,="11:17:34.934",0xB60E0C,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4A 80 28 00 28 00 
499029,="11:17:34.934",0xB60E1F,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
499030,="11:17:34.934",0xB60E34,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 64 
499031,="11:17:34.934",0xB60E4B,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
499032,="11:17:34.934",0xB60E5A,ch1,接收,0x180190A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 00 
499033,="11:17:34.934",0xB60EAA,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 8E 26 CE 19 62 51 
499034,="11:17:34.934",0xB60EC4,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 6E 
499035,="11:17:34.934",0xB60ED3,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4A 80 28 00 28 00 
499036,="11:17:34.934",0xB60EE6,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
499037,="11:17:34.934",0xB60EFC,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 65 
499038,="11:17:34.934",0xB60F13,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
499039,="11:17:34.934",0xB60F22,ch1,接收,0x0C01F4A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 6F 
499040,="11:17:34.964",0xB60F71,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 84 26 CC 19 62 51 
499041,="11:17:34.964",0xB60F8C,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 6F 
499042,="11:17:34.964",0xB60F9B,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4A 80 28 00 28 00 
499043,="11:17:34.964",0xB60FAE,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
499044,="11:17:34.964",0xB60FB4,ch1,接收,0x181AD0F3,数据帧,扩展帧,0x08,x| 00 00 FF FF 54 28 52 28 
499045,="11:17:34.964",0xB60FB9,ch1,接收,0x180028F4,数据帧,扩展帧,0x08,x| 12 44 1D 42 16 42 13 42 
499046,="11:17:34.964",0xB60FBF,ch1,接收,0x18FF98D2,数据帧,扩展帧,0x08,x| 25 42 FF FF FF FF FF DA 
499047,="11:17:34.964",0xB60FC4,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 66 
499048,="11:17:34.964",0xB60FCA,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 8A 7C 23 0C E6 00 FF 
499049,="11:17:34.964",0xB60FD0,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 03 00 00 FF FF FF FF FC 
499050,="11:17:34.964",0xB60FD5,ch1,接收,0x1819D0F3,数据帧,扩展帧,0x08,x| 00 2D 20 35 00 53 28 44 
499051,="11:17:34.964",0xB60FDB,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
499052,="11:17:34.964",0xB60FE9,ch1,接收,0x0C08A79A,数据帧,扩展帧,0x08,x| 9D 27 E5 27 59 33 4A 80 
499053,="11:17:34.964",0xB61039,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 84 26 C8 19 62 51 
499054,="11:17:34.964",0xB61054,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 70 
499055,="11:17:34.994",0xB61063,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4A 80 28 00 28 00 
499056,="11:17:34.994",0xB61076,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
499057,="11:17:34.994",0xB6108C,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 67 
499058,="11:17:34.994",0xB610A3,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
499059,="11:17:34.994",0xB610B1,ch1,接收,0x0C07A1A7,数据帧,扩展帧,0x08,x| 48 0C 48 0C AA 00 00 00 
499060,="11:17:34.994",0xB61101,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 84 26 C6 19 62 51 
499061,="11:17:34.994",0xB6111B,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 71 
499062,="11:17:34.994",0xB6112B,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4A 80 28 00 28 00 
499063,="11:17:34.994",0xB6113E,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
499064,="11:17:34.994",0xB61153,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 68 
499065,="11:17:34.994",0xB6116A,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
499066,="11:17:34.994",0xB61179,ch1,接收,0x18EF3010,数据帧,扩展帧,0x08,x| 78 00 01 00 00 00 00 00 
499067,="11:17:35.024",0xB611A2,ch1,接收,0x1818D0F3,数据帧,扩展帧,0x08,x| 34 33 9A 26 E6 00 00 42 
499068,="11:17:35.024",0xB611A8,ch1,接收,0x18FF97D2,数据帧,扩展帧,0x08,x| 0A 12 0D 0D 0D 12 0D F5 
499069,="11:17:35.024",0xB611AE,ch1,接收,0x18FF99D2,数据帧,扩展帧,0x08,x| 13 00 00 00 00 00 00 EC 
499070,="11:17:35.024",0xB611B3,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 04 00 00 FF FF FF FF FB 
499071,="11:17:35.024",0xB611C9,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 84 26 C2 19 62 51 
499072,="11:17:35.024",0xB611E3,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 72 
499073,="11:17:35.024",0xB611F2,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
499074,="11:17:35.024",0xB61205,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
499075,="11:17:35.024",0xB6121B,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 69 
499076,="11:17:35.024",0xB61232,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
499077,="11:17:35.024",0xB61241,ch1,接收,0x180190A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 00 
499078,="11:17:35.024",0xB61290,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 84 26 C0 19 62 51 
499079,="11:17:35.024",0xB612AB,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 73 
499080,="11:17:35.054",0xB612BA,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
499081,="11:17:35.054",0xB612CD,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
499082,="11:17:35.054",0xB612E3,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 6A 
499083,="11:17:35.054",0xB612FA,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
499084,="11:17:35.054",0xB61308,ch1,接收,0x0C01F4A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 74 
499085,="11:17:35.054",0xB61358,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 84 26 BE 19 62 51 
499086,="11:17:35.054",0xB61373,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 74 
499087,="11:17:35.054",0xB61382,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
499088,="11:17:35.054",0xB61395,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
499089,="11:17:35.054",0xB613A0,ch1,接收,0x1819D0F3,数据帧,扩展帧,0x08,x| 00 2D 20 35 00 53 28 44 
499090,="11:17:35.054",0xB613A5,ch1,接收,0x181AD0F3,数据帧,扩展帧,0x08,x| 00 00 FF FF 54 28 52 28 
499091,="11:17:35.054",0xB613AB,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 6B 
499092,="11:17:35.054",0xB613B0,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 87 7C 24 0C E6 00 FF 
499093,="11:17:35.054",0xB613B6,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 05 00 00 FF FF FF FF FA 
499094,="11:17:35.054",0xB613BC,ch1,接收,0x18FF98D2,数据帧,扩展帧,0x08,x| 01 41 42 42 42 42 42 FE 
499095,="11:17:35.054",0xB613C2,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
499096,="11:17:35.054",0xB613D0,ch1,接收,0x0C08A79A,数据帧,扩展帧,0x08,x| 9D 27 ED 27 5E 33 4B 80 
499097,="11:17:35.084",0xB61420,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 84 26 BC 19 62 51 
499098,="11:17:35.084",0xB6143A,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 75 
499099,="11:17:35.084",0xB6144A,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
499100,="11:17:35.084",0xB6145D,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
499101,="11:17:35.084",0xB61473,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 6C 
499102,="11:17:35.084",0xB61489,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
499103,="11:17:35.084",0xB61498,ch1,接收,0x0C07A1A7,数据帧,扩展帧,0x08,x| 48 0C 48 0C AA 00 00 00 
499104,="11:17:35.084",0xB614E8,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 84 26 BA 19 62 51 
499105,="11:17:35.084",0xB61502,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 76 
499106,="11:17:35.114",0xB61511,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
499107,="11:17:35.114",0xB61524,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
499108,="11:17:35.114",0xB6153A,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 6D 
499109,="11:17:35.114",0xB61551,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
499110,="11:17:35.114",0xB61560,ch1,接收,0x18EF3010,数据帧,扩展帧,0x08,x| 78 00 01 00 00 00 00 00 
499111,="11:17:35.114",0xB6159A,ch1,接收,0x1807E5F4,数据帧,扩展帧,0x08,x| 0D B0 00 C8 01 FF FF FF 
499112,="11:17:35.114",0xB6159F,ch1,接收,0x1818D0F3,数据帧,扩展帧,0x08,x| 35 33 94 26 E6 00 00 42 
499113,="11:17:35.114",0xB615A5,ch1,接收,0x18FF97D2,数据帧,扩展帧,0x08,x| 0D 0A 0D 0F 0D 0F 0D F2 
499114,="11:17:35.114",0xB615AB,ch1,接收,0x18FF99D2,数据帧,扩展帧,0x08,x| 19 00 00 00 00 00 00 E6 
499115,="11:17:35.114",0xB615B0,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 84 26 B4 19 62 51 
499116,="11:17:35.114",0xB615B6,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 06 00 00 FF FF FF FF F9 
499117,="11:17:35.114",0xB615BB,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 01 12 15 1F 08 0D 29 FE 
499118,="11:17:35.114",0xB615C1,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 02 44 09 02 00 00 00 FD 
499119,="11:17:35.114",0xB615C6,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 03 03 02 2B 13 CA 14 FC 
499120,="11:17:35.114",0xB615CC,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 77 
499121,="11:17:35.114",0xB615D1,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 05 23 07 06 05 40 01 FA 
499122,="11:17:35.114",0xB615D7,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 04 00 00 FF FF 60 25 FB 
499123,="11:17:35.114",0xB615DD,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
499124,="11:17:35.114",0xB615E2,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 06 0B 23 28 1E 3C 41 F9 
499125,="11:17:35.114",0xB615E8,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 07 1D 01 00 00 F4 01 F8 
499126,="11:17:35.114",0xB615EE,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
499127,="11:17:35.114",0xB615F3,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 08 01 01 B0 0A 10 0E F7 
499128,="11:17:35.114",0xB615F9,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 09 FA 00 00 00 00 00 F6 
499129,="11:17:35.114",0xB615FF,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 84 7C 25 0C E6 00 FF 
499130,="11:17:35.114",0xB61604,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 6E 
499131,="11:17:35.114",0xB6160A,ch1,接收,0x18FF90D2,数据帧,扩展帧,0x08,x| F0 F7 FF FF FF FF FF D2 
499132,="11:17:35.114",0xB6160F,ch1,接收,0x18FF90D2,数据帧,扩展帧,0x08,x| A5 FF FF FF CF FF FF D2 
499133,="11:17:35.114",0xB61619,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
499134,="11:17:35.114",0xB61627,ch1,接收,0x180190A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 00 
499135,="11:17:35.144",0xB61677,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 84 26 B4 19 62 51 
499136,="11:17:35.144",0xB61692,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 78 
499137,="11:17:35.144",0xB616A1,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
499138,="11:17:35.144",0xB616B4,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
499139,="11:17:35.144",0xB616CA,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 6F 
499140,="11:17:35.144",0xB616E1,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
499141,="11:17:35.144",0xB616EF,ch1,接收,0x0C01F4A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 79 
499142,="11:17:35.144",0xB6173F,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 7A 26 B4 19 62 51 
499143,="11:17:35.144",0xB6174C,ch1,接收,0x0C19A7A1,数据帧,扩展帧,0x08,x| 00 00 00 B2 00 00 00 00 
499144,="11:17:35.144",0xB61759,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 79 
499145,="11:17:35.144",0xB61769,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
499146,="11:17:35.174",0xB6177C,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
499147,="11:17:35.174",0xB6178B,ch1,接收,0x1819D0F3,数据帧,扩展帧,0x08,x| 00 2D 20 35 00 53 28 44 
499148,="11:17:35.174",0xB61791,ch1,接收,0x181AD0F3,数据帧,扩展帧,0x08,x| 00 00 FF FF 54 28 52 28 
499149,="11:17:35.174",0xB61796,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 70 
499150,="11:17:35.174",0xB6179C,ch1,接收,0x18FF98D2,数据帧,扩展帧,0x08,x| 07 41 41 41 41 41 41 F8 
499151,="11:17:35.174",0xB617A2,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 82 7C 25 0C E6 00 FF 
499152,="11:17:35.174",0xB617A7,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 07 00 00 FF FF FF FF F8 
499153,="11:17:35.174",0xB617AD,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
499154,="11:17:35.174",0xB617B2,ch1,接收,0x180128F3,数据帧,扩展帧,0x08,x| 5A 54 28 4E 54 28 FF FF 
499155,="11:17:35.174",0xB617B8,ch1,接收,0x0C08A79A,数据帧,扩展帧,0x08,x| 9D 27 EC 27 5E 33 4B 80 
499156,="11:17:35.174",0xB61807,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 7A 26 B2 19 62 51 
499157,="11:17:35.174",0xB61821,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 7A 
499158,="11:17:35.174",0xB61831,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
499159,="11:17:35.174",0xB61843,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
499160,="11:17:35.174",0xB61859,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 71 
499161,="11:17:35.174",0xB61870,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 5E 33 00 7D 55 55 AA 00 
499162,="11:17:35.174",0xB6187F,ch1,接收,0x0C07A1A7,数据帧,扩展帧,0x08,x| 48 0C 48 0C AA 00 00 00 
499163,="11:17:35.204",0xB618CE,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 5E 33 7A 26 B0 19 62 51 
499164,="11:17:35.204",0xB618E9,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 01 7B 
499165,="11:17:35.204",0xB618F8,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4B 80 28 00 28 00 
499166,="11:17:35.204",0xB6190B,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 07 00 00 00 00 00 00 00 
499167,="11:17:35.204",0xB61921,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 92 00 7D 8F 00 72 
499168,="11:17:35.204",0xB61938,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 68 33 00 7D 55 55 AA 00 
